Siemens SCALANCE S-600 Firewall WEB服务器拒绝服务漏洞,CNVD-2020-12677,2020-02-21,中,AV:N/AC:L/Au:N/C:N/I:N/A:P,远程网络,低,不需要认证,不受影响,不受影响,部分地,5.0,"SIEMENS SCALANCE S627-2M >= V3.0
SIEMENS SCALANCE S623 >= V3.0
SIEMENS SCALANCE S612 >= V3.0
SIEMENS SCALANCE S602 >= V3.0",CVE-2019-13925 ,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2019-13925,"Siemens SCALANCE S-600 Firewall是一款工业防火墙设备。

Siemens SCALANCE S-600 Firewall WEB服务器443端口存在安全漏洞，允许远程攻击者利用漏洞提交特殊的请求，可进行拒绝服务攻击。",通用型漏洞,"https://www.us-cert.gov/ics/advisories/icsa-20-042-10","用户可参考如下厂商提供的安全补丁以修复该漏洞：
https://new.siemens.com/",/patchInfo/show/202419,Siemens SCALANCE S-600 Firewall WEB服务器拒绝服务漏洞的补丁,(暂无验证信息),2020-02-17,2020-02-21,2020-02-21,(无附件)
Rockwell Automation Arena Simulation Software代码执行漏洞,CNVD-2020-14918,2020-03-02,高,AV:N/AC:M/Au:N/C:C/I:C/A:C,远程网络,中,不需要认证,完全地,完全地,完全地,9.3,Rockwell Automation Rockwell Automation Arena Simulation Software <=16.00.00,CVE-2019-13521 ,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2019-13521,"Rockwell Automation Arena Simulation Software是美国罗克韦尔（Rockwell Automation）公司的一套提供3D动画和图形功能的仿真软件。

Rockwell Automation Arena Simulation Software中存在安全漏洞。攻击者可利用该漏洞执行任意代码。",通用型漏洞,https://www.zerodayinitiative.com/advisories/ZDI-19-799/,"目前厂商已发布升级补丁以修复漏洞，详情请关注厂商主页：
https://www.rockwellautomation.com",/patchInfo/show/206319,Rockwell Automation Arena Simulation Software代码执行漏洞的补丁,(暂无验证信息),2020-02-11,2020-03-02,2020-03-02,(无附件)
Rockwell Automation Arena Simulation Software跨站脚本漏洞,CNVD-2020-14916,2020-03-02,高,AV:L/AC:L/Au:N/C:C/I:C/A:C,本地,低,不需要认证,完全地,完全地,完全地,7.2,Rockwell Automation Rockwell Automation Arena Simulation Software,CVE-2019-13519 ,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2019-13519,"Rockwell Automation Arena Simulation Software是美国罗克韦尔（Rockwell Automation）公司的一套提供3D动画和图形功能的仿真软件。

Rockwell Automation Arena Simulation Software中存在安全漏洞。攻击者可利用该漏洞执行任意代码。",通用型漏洞,https://www.zerodayinitiative.com/advisories/ZDI-19-802/,"目前厂商已发布升级补丁以修复漏洞，详情请关注厂商主页：
https://www.rockwellautomation.com",/patchInfo/show/206323,Rockwell Automation Arena Simulation Software跨站脚本漏洞的补丁,(暂无验证信息),2020-02-11,2020-03-02,2020-03-02,(无附件)
SIEMENS SIPROTEC 4 and SIPROTEC Compact Relay Families拒绝服务漏洞,CNVD-2020-04715,2020-02-12,高,AV:N/AC:L/Au:N/C:N/I:N/A:C,远程网络,低,不需要认证,不受影响,不受影响,完全地,7.8,SIEMENS SIPROTEC 4 and SIPROTEC Compact relaysequipped with EN100 Ethernet communication modules,CVE-2019-19279 ,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2019-19279,"SIEMENS SIPROTEC 4 and SIPROTEC Compact Relay Families是提供集成保护、控制、测量和变电站和其他应用领域的自动化功能。

SIEMENS SIPROTEC 4 and SIPROTEC Compact Relay Families存在拒绝服务漏洞。攻击者可利用漏洞发送EN100以太网通信模块的50000/UDP端口的数据包，导致受影响设备拒绝服务。",通用型漏洞,https://cert-portal.siemens.com/productcert/pdf/ssa-974843.pdf,"用户可参考如下供应商提供的安全公告获得补丁信息：
https://cert-portal.siemens.com/productcert/pdf/ssa-974843.pdf",/patchInfo/show/200141,SIEMENS SIPROTEC 4 and SIPROTEC Compact Relay Families拒绝服务漏洞的补丁,(暂无验证信息),2020-02-12,2020-02-12,2020-02-12,(无附件)
SIEMENS SCALAN CES-600 family拒绝服务漏洞（CNVD-2020-04718）,CNVD-2020-04718,2020-02-12,高,AV:N/AC:L/Au:N/C:N/I:N/A:C,远程网络,低,不需要认证,不受影响,不受影响,完全地,7.8,"SIEMENS SCALANCE S627-2M >= V3.0
SIEMENS SCALANCE S623 >= V3.0
SIEMENS SCALANCE S612 >= V3.0
SIEMENS SCALANCE S602 >= V3.0",CVE-2019-13926 ,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2019-13926,"SCALANCE S firewall是用于保护受信任的工业网络不受不受信任的网络的影响。

SIEMENS SCALAN CES-600 family存在拒绝服务漏洞。攻击者可利用漏洞发送受影响设备的443/tcp端口数据包，导致拒绝服务情况。",通用型漏洞,https://cert-portal.siemens.com/productcert/pdf/ssa-591405.pdf,"用户可参考如下供应商提供的安全公告获得补丁信息：
https://cert-portal.siemens.com/productcert/pdf/ssa-591405.pdf",/patchInfo/show/200137,SIEMENS SCALAN CES-600 family拒绝服务漏洞（CNVD-2020-04718）的补丁,(暂无验证信息),2020-02-12,2020-02-12,2020-02-17,(无附件)
SIEMENS SCALAN CES-600 family拒绝服务漏洞,CNVD-2020-04717,2020-02-12,高,AV:N/AC:L/Au:N/C:N/I:N/A:C,远程网络,低,不需要认证,不受影响,不受影响,完全地,7.8,"SIEMENS SCALANCE S627-2M >= V3.0
SIEMENS SCALANCE S623 >= V3.0
SIEMENS SCALANCE S612 >= V3.0
SIEMENS SCALANCE S602 >= V3.0",CVE-2019-1392 ,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2019-1392,"SCALANCE S firewall是用于保护受信任的工业网络不受不受信任的网络的影响。

SIEMENS SCALAN CES-600 family存在拒绝服务漏洞。攻击者可利用漏洞发送到受影响设备443/tcp端口数据包，导致拒绝服务情况。",通用型漏洞,https://cert-portal.siemens.com/productcert/pdf/ssa-591405.pdf,"用户可参考如下供应商提供的安全公告获得补丁信息：
https://cert-portal.siemens.com/productcert/pdf/ssa-591405.pdf",/patchInfo/show/200135,SIEMENS SCALAN CES-600 family拒绝服务漏洞的补丁,(暂无验证信息),2020-02-12,2020-02-12,2020-02-12,(无附件)
SIEMENS SCALAN CES-600 family跨站脚本漏洞,CNVD-2020-04716,2020-02-12,中,AV:N/AC:M/Au:N/C:P/I:P/A:N,远程网络,中,不需要认证,部分地,部分地,不受影响,5.8,"SIEMENS SCALANCE S627-2M >= V3.0
SIEMENS SCALANCE S623 >= V3.0
SIEMENS SCALANCE S612 >= V3.0
SIEMENS SCALANCE S602 >= V3.0",CVE-2019-6585 ,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2019-6585,"SCALANCE S firewall是用于保护受信任的工业网络不受不受信任的网络的影响。

SIEMENS SCALAN CES-600 family存在跨站脚本漏洞。攻击者可利用漏洞欺骗不知情的用户访问恶意链接。",通用型漏洞,https://cert-portal.siemens.com/productcert/pdf/ssa-591405.pdf,"用户可参考如下供应商提供的安全公告获得补丁信息：
https://cert-portal.siemens.com/productcert/pdf/ssa-591405.pdf",/patchInfo/show/200129,SIEMENS SCALAN CES-600 family跨站脚本漏洞的补丁,(暂无验证信息),2020-02-12,2020-02-12,2020-02-12,(无附件)
SIMATIC S7-1500 CPU family资源消耗漏洞,CNVD-2020-04708,2020-02-12,中,AV:N/AC:L/Au:N/C:N/I:N/A:P,远程网络,低,不需要认证,不受影响,不受影响,部分地,5.0,Siemens SIMATIC S7-1500 CPU family,CVE-2019-19281 ,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2019-19281,"SIEMENS SIMATIC S7-1500 CPU family设计用于工业环境中的离散和连续控制，如制造，全球的食品和饮料以及化学工业。

SIMATIC S7-1500 CPU family存在资源消耗漏洞，攻击者可通过将特制的UDP数据包发送到设备利用该漏洞导致拒绝服务。",通用型漏洞,https://www.us-cert.gov/ics/advisories/icsa-20-042-11,"厂商已发布了漏洞修复程序，请及时关注更新：
https://new.siemens.com/global/en/products/services/cert.html",/patchInfo/show/200113,SIMATIC S7-1500 CPU family资源消耗漏洞的补丁,(暂无验证信息),2020-02-12,2020-02-12,2020-02-12,(无附件)
Siemens OZW672和OZW772信息泄露漏洞,CNVD-2020-15262,2020-03-04,中,AV:N/AC:L/Au:N/C:P/I:N/A:N,远程网络,低,不需要认证,部分地,不受影响,不受影响,5.0,"Siemens OZW672 < V10.00
Siemens OZW772 < V10.00",CVE-2019-13941 ,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2019-13941,"Siemens OZW672和OZW772都是德国西门子（Siemens）公司的楼宇控制器产品。

Siemens OZW672 V10.00之前版本和OZW772 V10.00之前版本中存在信息泄露漏洞。远程攻击者可利用该漏洞获取敏感信息。",通用型漏洞,https://www.us-cert.gov/ics/advisories/icsa-20-042-09,"厂商已发布了漏洞修复程序，请及时关注更新：
https://support.industry.siemens.com/cs/document/62567396",/patchInfo/show/206793,Siemens OZW672和OZW772信息泄露漏洞的补丁,(暂无验证信息),2020-02-12,2020-03-04,2020-03-04,(无附件)
Siemens SIPORT MP记录不足漏洞,CNVD-2020-15260,2020-03-04,高,AV:N/AC:L/Au:N/C:C/I:C/A:N,远程网络,低,不需要认证,完全地,完全地,不受影响,9.4,Siemens SIPORT MP < 3.1.4,CVE-2019-19277 ,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2019-19277,"SIPORT是SSP Siveillance访问套件中用于访问控制和时间管理的全面、模块化和可靠的系统。

Siemens SIPORT MP存在安全漏洞，攻击者可利用该漏洞创建具有管理特权的特殊帐户。",通用型漏洞,https://www.us-cert.gov/ics/advisories/icsa-20-042-08,"厂商已发布了漏洞修复程序，请及时关注更新：
https://support.industry.siemens.com/cs/start?lc=de-DE",/patchInfo/show/206791,Siemens SIPORT MP记录不足漏洞的补丁,(暂无验证信息),2020-02-12,2020-03-04,2020-03-04,(无附件)
多款Siemens产品输入验证错误漏洞（CNVD-2020-23038）,CNVD-2020-23038,2020-04-16,高,AV:N/AC:M/Au:N/C:N/I:N/A:C,远程网络,中,不需要认证,不受影响,不受影响,完全地,7.1,"SIEMENS SIMATIC NET PC-Software
Siemens OpenPCS 7 V8.1
Siemens OpenPCS 7 V8.2
Siemens SIMATIC BATCH V8.1
Siemens SIMATIC BATCH V8.2
Siemens SIMATIC Route Control V8.1
Siemens SIMATIC Route Control V8.2
SIEMENS SIMATIC WinCC V7.3
SIEMENS SIMATIC WinCC V7.4
SIEMENS Siemens SIMATIC PCS 7 V8.1
SIEMENS Siemens SIMATIC PCS 7 V8.2
SIEMENS Siemens SIMATIC PCS 7 V9.0
Siemens OpenPCS 7 V9.0
Siemens SIMATIC BATCH V9.0
Siemens SIMATIC Route Control V9.0
SIEMENS SIMATIC WinCC（TIA Portal） 14.0.1
SIEMENS SIMATIC WinCC（TIA Portal） 15.1
SIEMENS SIMATIC WinCC（TIA Portal） 16
Siemens SIMATIC WinCC <7.5.1 Upd1
SIEMENS SIMATIC WinCC（TIA Portal） <13 SP2",CVE-2019-19282 ,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2019-19282,"Siemens SIMATIC PCS 7和SIMATIC WinCC都是德国西门子（Siemens）公司的产品。SIMATIC PCS 7是一套过程控制系统。SIMATIC WinCC是一套自动化的数据采集与监控（SCADA）系统。

多款Siemens产品中存在输入验证错误漏洞，攻击者可借助特制消息利用该漏洞导致拒绝服务。",通用型漏洞,https://www.us-cert.gov/ics/advisories/icsa-20-042-06,"厂商已发布了漏洞修复程序，请及时关注更新：
https://cert-portal.siemens.com/productcert/pdf/ssa-270778.pdf",/patchInfo/show/214033,多款Siemens产品输入验证错误漏洞（CNVD-2020-23038）的补丁,(暂无验证信息),2020-02-12,2020-04-16,2020-04-16,(无附件)
多款Siemens产品资源消耗漏洞,CNVD-2020-29568,2020-05-22,中,AV:N/AC:L/Au:N/C:N/I:N/A:P,远程网络,低,不需要认证,不受影响,不受影响,部分地,5.0,"Siemens SCALANCE X-200IRT switch family (incl. SIPLUSNET variants)
SIEMENS SCALANCE X-300 switch family (incl. X408 andSIPLUS NET variants) < 4.1.3
Siemens SCALANCE X-200 switch family (incl.  SIPLUSNET variants) < 5.2.4",CVE-2019-13940 ,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2019-13940,"Siemens SIMATIC S7-300 CPUs等都是德国西门子（Siemens）公司的产品。SIMATIC S7-300 CPUs是一款CPU（中央处理器）模块。Siemens SIMATIC S7-1200是一款S7-1200系列PLC（可编程逻辑控制器）。Siemens SIMATIC S7-400是一款用于制造和过程自动化领域的可编程逻辑控制器产品。

多款Siemens产品中存在资源管理错误漏洞。远程攻击者可借助特制的HTTP请求利用该漏洞导致拒绝服务。",通用型漏洞,https://www.us-cert.gov/ics/advisories/icsa-20-042-05,"厂商已发布了漏洞修复程序，请及时关注更新：
https://support.industry.siemens.com/cs/ww/en/view/109763919",/patchInfo/show/218549,多款Siemens产品资源消耗漏洞的补丁,(暂无验证信息),2020-02-12,2020-05-22,2020-05-22,(无附件)
多款Siemens产品资源管理错误漏洞,CNVD-2020-23039,2020-04-16,高,AV:N/AC:L/Au:N/C:N/I:N/A:C,远程网络,低,不需要认证,不受影响,不受影响,完全地,7.8,"SIEMENS SIMATIC CP 343-1 Lean
Siemens SIMATIC CP 343-1 Advanced
SIEMENS SIMATIC RF182C
Siemens SIMATIC PN/PN Coupler 6ES7158-3AD01-0XA0
Siemens SCALANCE XB-200 <3.0
Siemens SCALANCE XC-200 <3.0
Siemens SCALANCE XP-200 <3.0
Siemens SCALANCE XF-200BA <3.0
Siemens SCALANCE XR-300WG <3.0
SIEMENS SIMATIC CP 1616 <2.8
SIEMENS SIMATIC CP 1604 <2.8
SIEMENS SIMATIC CP 443-1 Advanced
Siemens SINAMICS DCP <1.3
Siemens Development/Evaluation Kits for PROFINET IO DK Standard Ethernet Controller
Siemens Development/Evaluation Kits for PROFINET IO EK-ERTEC 200 <4.5
Siemens Development/Evaluation Kits for PROFINET IO EK-ERTEC 200P <4.6
Siemens PROFINET Driver for Controller <2.1
Siemens RUGGEDCOM RM1224 <4.3
Siemens SCALANCE M-800/S615 <4.3
Siemens SCALANCE W700 IEEE 802.11n <=6.0.1
Siemens SCALANCE X-200 switch
Siemens SCALANCE X-200IRT switch <5.3
Siemens SCALANCE X-300 switch
Siemens SCALANCE XM-400 switch <6.0
Siemens SCALANCE XR-500 switch <6.0
Siemens SIMATIC CP 343-1
Siemens SIMATIC CP 343-1 ERPC
Siemens SIMATIC CP 443-1
Siemens SIMATIC CP 443-1 OPC UA
Siemens SIMATIC ET200AL IM 157-1 PN
Siemens SIMATIC ET200M IM153-4 PN IO HF
Siemens SIMATIC ET200M IM153-4 PN IO ST
Siemens SIMATIC ET200MP IM155-5 PN HF <4.2.0
Siemens SIMATIC ET200MP IM155-5 PN ST <4.1.0
Siemens SIMATIC ET200S
Siemens SIMATIC ET200SP IM155-6 PN Basic
Siemens SIMATIC ET200SP IM155-6 PN HF <3.3.1
Siemens SIMATIC ET200SP IM155-6 PN ST <4.1.0
Siemens SIMATIC ET200ecoPN
Siemens SIMATIC IPC Support,Package for VxWorks
Siemens SIMATIC ET200pro,IM 154-3 PN HF
Siemens SIMATIC ET200pro,IM 154-4 PN HF
Siemens SIMATIC MV400
Siemens SIMATIC RF180C
Siemens SIMATIC RF600 <3",CVE-2019-13946 ,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2019-13946,"Siemens SCALANCE X-200IRT和SCALANCE XB-200都是德国西门子（Siemens）公司的产品。SCALANCE X-200IRT是一款工业级以太网交换机。SCALANCE XB-200是一款管理型工业以太网交换机。

多款Siemens产品中存在资源管理错误漏洞，该漏洞源于程序未能限制内存资源的分配，远程攻击者可通过发送特制的程序包利用该漏洞导致拒绝服务。",通用型漏洞,https://www.us-cert.gov/ics/advisories/icsa-20-042-05,"厂商已发布了漏洞修复程序，请及时关注更新：
https://cert-portal.siemens.com/productcert/pdf/ssa-780073.pdf",/patchInfo/show/214023,多款Siemens产品资源管理错误漏洞的补丁,(暂无验证信息),2020-02-12,2020-04-16,2020-04-16,(无附件)
Synergy Systems & Solutions HUSKY RTU 6049-E70输入验证错误漏洞 ,CNVD-2020-15259,2020-03-04,高,AV:N/AC:L/Au:N/C:N/I:N/A:C,远程网络,低,不需要认证,不受影响,不受影响,完全地,7.8,Synergy Systems ＆ Solutions HUSKY RTU 6049-E70 <=5.0,CVE-2019-20045 ,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2019-20045,"Synergy Systems ＆ Solutions HUSKY RTU 6049-E70是印度Synergy Systems ＆ Solutions公司的一个远程终端单元（RTU）。

使用5.0及之前版本固件中的Synergy Systems ＆ Solutions HUSKY RTU 6049-E70中存在输入验证错误漏洞。攻击者可借助恶意的数据包利用该漏洞造成连接中断或设备重启。",通用型漏洞,https://www.us-cert.gov/ics/advisories/icsa-20-042-01,"目前厂商已发布升级补丁以修复漏洞，详情请关注厂商主页：
https://www.s3india.com/",/patchInfo/show/206787,Synergy Systems & Solutions HUSKY RTU 6049-E70输入验证错误漏洞 的补丁,(暂无验证信息),2020-02-12,2020-03-04,2020-03-04,(无附件)
Synergy Systems & Solutions HUSKY RTU 6049-E70身份验证错误漏洞,CNVD-2020-15258,2020-03-04,高,AV:N/AC:L/Au:N/C:P/I:P/A:P,远程网络,低,不需要认证,部分地,部分地,部分地,7.5,Synergy Systems ＆ Solutions HUSKY RTU 6049-E70 <=5.0,CVE-2019-20046 ,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2019-20046,"Synergy Systems ＆ Solutions HUSKY RTU 6049-E70是印度Synergy Systems ＆ Solutions公司的一个远程终端单元（RTU）。

使用5.0及之前版本固件的Synergy Systems ＆ Solutions HUSKY RTU 6049-E70中存在安全漏洞，该漏洞源于程序未能要求进行正确的身份验证。攻击者可利用该漏洞读取敏感信息或执行任意代码。",通用型漏洞,https://www.us-cert.gov/ics/advisories/icsa-20-042-01,"目前厂商已发布升级补丁以修复漏洞，详情请关注厂商主页：
https://www.s3india.com/",/patchInfo/show/206785,Synergy Systems & Solutions HUSKY RTU 6049-E70身份验证错误漏洞的补丁,(暂无验证信息),2020-02-12,2020-03-04,2020-03-04,(无附件)
CODESYS Control远程拒绝服务漏洞,CNVD-2020-13190,2020-02-25,中,AV:N/AC:L/Au:S/C:N/I:N/A:C,远程网络,低,一次,不受影响,不受影响,完全地,6.8,"CODESYS Control V3
CODESYS Gateway V3
CODESYS HMI V3",CVE-2020-7052 ,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2020-7052,"CoDeSys是一种功能强大的PLC软件编程工具。

CODESYS Control内存分配存在安全，远程攻击者可以利用该漏洞提交特殊的请求，可进行拒绝服务攻击。",通用型漏洞,https://www.tenable.com/security/research/tra-2020-04,"目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接：
https://customers.codesys.com/index.php?eID=dumpFile&t=f&f=12977&token=33f948eed0c2fd69d238d9515779be337ef7592d&download=",/patchInfo/show/204645,CODESYS Control远程拒绝服务漏洞的补丁,(暂无验证信息),2020-02-04,2020-02-25,2020-02-26,(无附件)
多款Honeywell产品SQL注入漏洞,CNVD-2020-03941,2020-02-06,高,AV:N/AC:L/Au:N/C:P/I:P/A:P,远程网络,低,不需要认证,部分地,部分地,部分地,7.5,"Honeywell MAXPRO NVR XE <NVR 5.6 Build 595 T2-Patch
Honeywell MAXPRO NVR SE <NVR 5.6 Build 595 T2-Patch
Honeywell MAXPRO NVR PE <NVR 5.6 Build 595 T2-Patch
Honeywell MPNVRSWXX <NVR 5.6 Build 595 T2-Patch",CVE-2020-6960 ,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2020-6960,"Honeywell Maxpro VMS & NVR是一款Honeywell的安防解决方案。

多款Honeywell产品中存在SQL注入漏洞，攻击者可利用该漏洞未授权访问Web用户界面。",通用型漏洞,https://www.us-cert.gov/ics/advisories/icsa-20-021-01,"厂商已发布了漏洞修复程序，请及时关注更新：
https://www.honeywell.com",/patchInfo/show/199331,多款Honeywell产品SQL注入漏洞的补丁,(暂无验证信息),2020-01-21,2020-02-06,2020-02-06,(无附件)
多款Honeywell产品代码问题漏洞,CNVD-2020-03940,2020-02-06,高,AV:N/AC:L/Au:N/C:P/I:P/A:P,远程网络,低,不需要认证,部分地,部分地,部分地,7.5,"Honeywell MAXPRO NVR XE <NVR 5.6 Build 595 T2-Patch
Honeywell MAXPRO NVR SE <NVR 5.6 Build 595 T2-Patch
Honeywell MAXPRO NVR PE <NVR 5.6 Build 595 T2-Patch
Honeywell MPNVRSWXX <NVR 5.6 Build 595 T2-Patch",CVE-2020-6959 ,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2020-6959,"Honeywell Maxpro VMS & NVR是一款Honeywell的安防解决方案。

多款Honeywell产品中存在代码问题漏洞，远程攻击者可通过发送特制的请求利用该漏洞未经身份验证修改反序列化的数据，进而执行代码。",通用型漏洞,https://www.us-cert.gov/ics/advisories/icsa-20-021-01,"厂商已发布了漏洞修复程序，请及时关注更新：
https://www.honeywell.com",/patchInfo/show/199335,多款Honeywell产品代码问题漏洞的补丁,(暂无验证信息),2020-01-21,2020-02-06,2020-02-06,(无附件)
ABB PB610 Panel Builder 600 HMIStudio组件输入验证错误漏洞,CNVD-2020-22287,2020-04-11,低,AV:N/AC:M/Au:S/C:N/I:N/A:P,远程网络,中,一次,不受影响,不受影响,部分地,3.5,"ABB CP635 HMI
ABB PB610 Panel Builder 600 <=2.8.0.424
ABB CP651
ABB CP661
ABB CP665
ABB CP676
ABB CP651-WEB
ABB CP661-WEB
ABB CP665-WEB
ABB CP676-WEB",CVE-2019-18994 ,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2019-18994,"ABB PB610 Panel Builder 600是一款为CP600控制面板平台设计图形用户界面的软件。

ABB PB610 Panel Builder 600 2.8.0.424及之前版本中的HMIStudio组件存在输入验证错误漏洞。该漏洞源于网络系统或产品未对输入的数据进行正确的验证。攻击者可利用漏洞导致应用程序故障，如拒绝服务。",通用型漏洞,https://nvd.nist.gov/vuln/detail/CVE-2019-18994,"厂商尚未提供漏洞修复方案，请关注厂商主页更新:
https://www.abb.com",,(无补丁信息),(暂无验证信息),2020-01-20,2020-04-11,2020-04-11,(无附件)
Westermo MRD-315信息泄露漏洞 ,CNVD-2020-04006,2020-02-06,中,AV:N/AC:L/Au:S/C:P/I:N/A:N,远程网络,低,一次,部分地,不受影响,不受影响,4.0,"Westermo MRD-315 1.7.3
Westermo MRD-315 1.7.4",CVE-2020-7227 ,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2020-7227,"Westermo MRD-315是瑞典威斯特摩（Westermo）公司的一款3G无线路由器。

Westermo MRD-315 1.7.3版本和1.7.4版本中存在信息泄露漏洞。该漏洞源于网络系统或产品在运行过程中存在配置等错误。攻击者可利用漏洞获取受影响组件敏感信息。",通用型漏洞,"https://sku11army.blogspot.com/2020/01/westermo-source-code-disclousure-in.html","目前厂商尚未提供相关漏洞补丁链接，请关注厂商主页随时更新：
https://www.westermo.com/",,(无补丁信息),(暂无验证信息),2020-01-19,2020-02-06,2020-02-06,(无附件)
Kunbus PR100088 Modbus输入验证错误漏洞,CNVD-2020-14074,2020-02-27,中,AV:N/AC:L/Au:M/C:N/I:N/A:C,远程网络,低,多次,不受影响,不受影响,完全地,6.1,KUNBUS Kunbus PR100088 Modbus <Release R02,CVE-2019-6529 ,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2019-6529,"Kunbus PR100088 Modbus是德国Kunbus公司的一款工业以太网网关设备。

Kunbus PR100088 Modbus Release R02之前版本中存在输入验证错误漏洞。该漏洞源于网络系统或产品未对输入的数据进行正确的验证。目前没有详细的漏洞细节提供。",通用型漏洞,https://www.auscert.org.au/bulletins/75066,"目前厂商已发布升级补丁以修复漏洞，补丁获取链接：
https://ics-cert.us-cert.gov/advisories/ICSA-19-036-05",/patchInfo/show/205249,Kunbus PR100088 Modbus输入验证错误漏洞的补丁,(暂无验证信息),2020-01-15,2020-02-27,2020-02-27,(无附件)
SIEMENS SINEMA Server不正确会话验证漏洞,CNVD-2020-02224,2020-01-15,高,AV:N/AC:L/Au:N/C:C/I:C/A:C,远程网络,低,不需要认证,完全地,完全地,完全地,10.0,SIEMENS SINEMA Server < V14.0 SP2 Update 1,CVE-2019-10940 ,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2019-10940,"SINEMA Server是西门子为工业以太网设计的网络管理软件。

SIEMENS SINEMA Server存在安全漏洞。攻击者可利用此漏洞危害受影响系统和底层组件的机密性、完整性和可用性。",通用型漏洞,https://cert-portal.siemens.com/productcert/pdf/ssa-880233.pdf,"用户可参考如下供应商提供的安全公告获得补丁信息：
https://cert-portal.siemens.com/productcert/pdf/ssa-880233.pdf",/patchInfo/show/197091,SIEMENS SINEMA Server不正确会话验证漏洞的补丁,(暂无验证信息),2020-01-15,2020-01-15,2020-01-15,(无附件)
SIEMENS SCALANCE X witches系列身份验证绕过漏洞,CNVD-2020-02223,2020-01-15,高,AV:N/AC:L/Au:N/C:P/I:C/A:P,远程网络,低,不需要认证,部分地,完全地,部分地,9.0,"SIEMENS SCALANCE X-300 switch family (incl. X408 andSIPLUS NET variants) < V4.1.3
SIEMENS SCALANCE X-200RNA switch family",CVE-2019-13933 ,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2019-13933,"SCALANCE X witches用于连接可编程逻辑控制器（PLC）或人机界面（HMI）等工业组件。

SIEMENS SCALANCE X witches系列存在身份验证绕过漏洞。攻击者可以利用此漏洞获取敏感信息或更改设备配置。",通用型漏洞,https://cert-portal.siemens.com/productcert/pdf/ssa-443566.pdf,"用户可参考如下供应商提供的安全公告获得补丁信息：
https://cert-portal.siemens.com/productcert/pdf/ssa-443566.pdf",/patchInfo/show/197089,SIEMENS SCALANCE X witches系列身份验证绕过漏洞的补丁,(暂无验证信息),2020-01-15,2020-01-15,2020-01-15,(无附件)
SIEMENS SINAMICS PERFECT HARMONY GH180访问控制漏洞,CNVD-2020-02222,2020-01-15,高,AV:L/AC:L/Au:N/C:C/I:C/A:C,本地,低,不需要认证,完全地,完全地,完全地,7.2,SIEMENS SINAMICS PERFECT HARMONY GH180,CVE-2019-19278 ,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2019-19278,"SINAMICS Perfect Harmony GH180中压变频器系列是用于控制各种不同应用中的中压变频器或逆变器。

SIEMENS SINAMICS PERFECT HARMONY GH180存在访问控制漏洞。攻击者可以利用此漏洞危害设备的机密性、完整性和可用性。",通用型漏洞,https://cert-portal.siemens.com/productcert/pdf/ssa-242353.pdf,"用户可参考如下供应商提供的安全公告获得补丁信息：
https://cert-portal.siemens.com/productcert/pdf/ssa-242353.pdf",/patchInfo/show/197085,SIEMENS SINAMICS PERFECT HARMONY GH180访问控制漏洞的补丁,(暂无验证信息),2020-01-15,2020-01-15,2020-01-15,(无附件)
